Title,Year,Director,Producer,Genres,Summary,Duration,Budget,Revenue,Ratings,Vote Count,Popularity,Content Rating,Original Language,Production Companies,Production Countries,Spoken Languages,Tagline,Adult,Movie ID
Autumn Moon,2023,Michael Fredianelli,Maralynn Adams,"Horror, Drama",A young man coming to terms with the death of his parents makes friends with his omniscient neighbor who exhibits strange behavior.,108,0,0,3,1,2.715,NR,en,,,,,FALSE,1114562
Mike Birbiglia: The Old Man and the Pool,2023,Seth Barrish,John Skidmore,Comedy,"Comedian Mike Birbiglia dives headlong into mortality, medical tests, nature's pillows and an overchlorinated YMCA pool in this candid one-man show.",78,0,0,7.263,19,2.707,12,en,Seaview Productions,United States of America,English,,FALSE,1199400
Ivan and Craig,2023,Benjamin Dean Wilson,,"Animation, Comedy, Family",Two woodland cats travel to the human world in search of their lost friend.,67,3000,0,0,0,2.705,NR,en,,United States of America,,,FALSE,1115600
Homicide Hunter: The Man with No Face,2023,Lauren J. Przbyszewski,Ben Greguoli,"Crime, Documentary",Joe Kenda's investigation into the brutal rape and murder of 24 year old wife and mother Mary Lynn Vialpando goes cold until DNA technology leads cold-case detectives to the most unlikely of killers 30 years later.,84,0,0,4.75,4,2.7,PG-13,en,"Investigation Discovery, Jupiter Entertainment",United States of America,English,,FALSE,1098131
All Up in the Biz,2023,Sacha Jenkins,Deborah Correa,"Documentary, Music","Acclaimed director Sacha Jenkins shines a spotlight on the life and rhymes of the 'clown prince of hip-hop', Biz Markie, best known for his Top 40 hit, ""Just a Friend."" A who's who of legends like rappers Rakim, Big Daddy Kane, Doug E Fresh and actor/comedian Tracy Morgan share how Markie's playful approach to the genre made him a hip-hop icon and left an indelible mark in the world of music.",100,0,0,10,1,2.693,R,en,"Mass Appeal, Showtime Documentary Films",United States of America,English,The life and rhymes of Biz Markie.,FALSE,1116385
The Devil's Academy,2023,Jon Crowley,,"Documentary, Horror","Reveals the shocking haunting that took over Miami Aerospace Academy and its students. In 1979, all hell broke loose at the school when the student body seemed to fall victim to mass demonic possession. Forty years later, shocking revelations from former students shed light on the day the devil took over their school.",88,0,0,5,2,2.683,PG-13,en,"Lion Television USA, Momentum Content",United States of America,English,,FALSE,1087828
Broken People,2023,Travis Ketzak,,"Drama, Romance","Brett and Jake meet in a bar and decide to drown their sorrows in whiskey, forgetting the past, ignoring the future, and exploring life, love, and tragedy together for one fateful night.",95,4000,0,3,2,2.682,NR,en,TWENTYTEN Productions,United States of America,English,Two tragedies walk into a bar...,FALSE,1092838
The Unknown Sport of Waterskiing,2023,John Waldron,Vincent Stadlbaur,Documentary,"A dive into the passion, determination, and adrenaline fueled world of competitive waterskiing, and the people who give their lives to it.",78,0,0,0,0,2.672,NR,en,The Waterski Broadcasting Company,,,"A dive into the passion, determination, and adrenaline fueled world of competitive waterskiing, and the people who give their lives to it.",FALSE,1164319
Donyale Luna: Supermodel,2023,Nailah Jefferson,Isoul Hussein Harris,Documentary,"Explores the remarkable life and career of Donyale Luna, one of the first Black supermodels who graced the covers of both Vogue and Harper’s Bazaar in Europe.",95,0,0,5.5,2,2.671,R,en,"HBO Documentary Films, Lightbox Entertainment, Jeff Friday Media, American Black Film Festival","United Kingdom, United States of America","Italiano, English","Her beauty made history, but her story was lost.",FALSE,1123521
My Daughter's Deadly Roommates,2023,Adam Biddle,Andrew Stevens,"Drama, Thriller, TV Movie","New beginnings have disastrous consequences as a young woman starts college and quickly finds herself trapped inside a secret society that has sinister motives. As the society isolates her from her family with increasing intensity, she must decide whether to resign herself to their deadly manipulation, or if she will fight back to stop them once and for all.  ~Courtesy of MyLifetime.com",87,0,0,6.5,2,2.666,PG-13,en,"Andrew Stevens Entertainment, MarVista Entertainment",United States of America,English,,FALSE,1079491
What's My Name Again?,2023,Spencer Zender,Spencer Zender,"Comedy, Drama","In 1985, a seemingly quintessential Southern California teen's identity unravels as he's forced to choose one of his 3 fathers' last names before he comes of age.",113,0,0,10,1,2.645,R,en,Other Brother Productions,United States of America,English,Identity Pending,FALSE,1072409
Axeman at Cutters Creek 2,2023,Joston Theney,Joston Theney,Horror,"When the town sheriff is murdered, Deputy Darlene Whitfield is suddenly in charge of finding the killer her mayor dad took down 30 years ago.",80,0,0,4,2,2.635,NR,en,#Sinning Works,United States of America,English,A Sequel to Dismember,FALSE,1053908
The Caregiver,2023,Renee S. Warren Peoples,Cedric Cornelius,"Thriller, Drama","When a couple hires a caregiver for their disabled son, her dark past emerges, endangering everyone she encounters.",101,0,0,5.5,2,2.623,PG,en,Hillionaire Productions,United States of America,English,Secrets never stay secrets for long.,FALSE,1194682
Sins in the Family,2023,Alex Caulfield,,"TV Movie, Thriller, Drama, Crime","Zara lives an idyllic life with husband Max and their adopted daughter Rose in their historic Rhode Island home. But when school councilor Carly gets strangely close to her daughter and puts Zara on edge, she confesses she is Rose’s birth mum. With Rose in danger and Zara’s perfect life starting to crumble around her, will she find out the truth about Carly before it’s too late?",90,0,0,6.667,3,2.62,PG-13,en,"CMW Autumn Productions, Reel One Entertainment, Champlain Media",Canada,English,Closer than you think.,FALSE,1129780
Ghoster,2023,Ryan Bellgardt,,"Family, Adventure, Fantasy, Drama","When a mysterious letter appears on the day they are being evicted, Elizabeth and her father can’t believe their luck to discover they've inherited Echoville Manor, a sprawling, thirty-seven room estate. Upon arriving, Elizabeth finds that the mansion is inhabited by the world’s cutest spirit, Ghoster, who has been trapped within a mirrored prison there for fifty years. Together, they must uncover the secrets to Echoville to free Ghoster before the nefarious Yuto captures her soul as well in his quest for immortality.",90,0,0,4.5,8,2.614,PG,en,Ace Entertainment Films,"United States of America, France",English,An incredible ghost story.,FALSE,932738
Our Christmas Mural,2023,Tara Johns,Robert Vroom,"TV Movie, Comedy, Romance, Drama","When single mom Olivia is secretly entered into a mural contest by her mom, she partners with the teacher, Will.",84,0,0,6.6,8,2.607,G,en,"MarVista Entertainment, Neshama Entertainment, Vroom Productions","Canada, United States of America",English,,FALSE,1180767
The Wedding Contract,2023,Peter DeLuise,Rob Lycar,"TV Movie, Comedy, Romance","Rebecca, a teacher, and Adam, an ad executive are excited to plan their Jewish wedding, but their wedding and future are put into jeopardy when Adam lands a new ad campaign, and their mothers meet for the first time.",84,0,0,6,8,2.607,G,en,"TWC Productions, Shalom Amigo Productions, Just To Be Clear Productions, MarVista Entertainment, Lighthouse Pictures","Canada, United States of America",English,,FALSE,1119750
The Creepypasta Episodes: Remastered,2023,Jacob Rohrbach,,"Horror, Documentary","A documentary covering the remastering process of first season of the horror anthology series that adapts internet horror stories into short, interconnected films.",400,500,0,0,0,2.586,NR,en,Dark Fire Productions,,English,,FALSE,1217290
Napa Ever After,2023,Alfons Adetuyi,Charles Cooper,"TV Movie, Romance","After inheriting her estranged grandmother’s winery in Napa Valley, Cassandra, a high-powered attorney, takes a sabbatical from her job to renovate the property that was the source of the fractures within her family. With the help of handsome local Alec, she learns more about the grandmother she hardly knew and is able to reconcile the past, while finally opening herself up to a love like she’s never known.",84,0,0,7.7,6,2.585,G,en,"Hallmark Media, Front Street Pictures",United States of America,English,Old Vineyard. New Pairing.,FALSE,1146915
Livescreamers,2023,Michelle Iannantuono,Michelle Iannantuono,"Horror, Thriller",A popular group of video game content creators must face the ultimate lesson in teamwork when a haunted multiplayer game begins killing them one by one.,90,100000,0,0,0,2.572,U,en,Octopunk Media,United States of America,English,"Play together, die together.",FALSE,955686
The Jane Mysteries: Inheritance Lost,2023,Marco Deufemia,Myles Milne,"TV Movie, Mystery","Singer Jane DaSilva inherits the family foundation which is a non-profit detective agency that helps people who aren’t able to help themselves. Jane’s Aunt Sadie and Detective John Cameron act as her mentors as she takes on her first case surrounding a mother’s untimely death years before. As Jane investigates a multi-level marketing company that took advantage of her client’s fragile mom, she realizes that digging up the past can be dangerous...",84,0,0,7.179,14,2.57,PG,en,Brain Power Studio,Canada,English,,FALSE,1106720
BS High,2023,Martin Desmond Roe,Spencer Paysinger,Documentary,"After a nationally televised high school football game between top-ranked IMG Academy and unknown Bishop Sycamore ended with an IMG blowout win, it's discovered that Bishop Sycamore isn't at all what it seems.",95,0,0,6.938,16,2.569,R,en,"HBO Sports, Hyperobject Industries, SMAC Entertainment, Matador Content, Moore Street Productions, HBO Documentary Films",United States of America,English,It was all a scheme.,FALSE,1070807
Kandasamys: The Baby,2023,Jayan Moodley,,Comedy,The in-laws head to Mauritius for the birth of their grandchild and stir up comic trouble.,93,0,0,5.6,6,2.563,12,en,African Lotus,South Africa,English,,FALSE,1181545
Lost in the In-Between: Graduating into 2020,2023,Jenna Galligan,Danny Wilcox Frazier,Documentary,2020 graduates from the University of Iowa chronicle their first year in “the real world”; a world which suddenly looks much different than ever before.,60,0,0,0,0,2.556,NR,en,The Daily Iowan Documentary Workshop,,English,,FALSE,1123968
Nothing's for Free: The History of Freeride Mountain Biking,2023,Derek Westerlund,,Documentary,"The story of the birth and legacy of freeride mountain biking.  Every sport has its Dog Town and Z Boys or Riding Giants. Nothing’s For Free is the real story of the birth and legacy of freeride mountain biking. Chronicling the blue-collar story and rise of a cult sport to a global phenomenon that put the race-driven sport of mountain biking on the map in the world of action sports and the mainstream. Outside Studios, in association with Freeride Entertainment, breaks boundaries in documentary filmmaking, taking a step beyond the talking head interview and deep into the mindset of its cast. Nothing’s for Free features the biggest names in mountain biking, from the early pioneers of adventure to modern-day internet superstars like Danny Macaskill and Brandon Semenuk.",104,0,0,0,0,2.551,NR,en,Outside Studios,United States of America,,,FALSE,1162106
This Train,2023,Jack Lugar,Jack Lugar,"Drama, Music","An aging rock star, Ricky ""Hellcat"" Heller, returns home to Indiana years after disappearing, following the tragic death of his son. Shunned by his estranged wife and much of the town, Ricky believes that he is better off dead until a kid, haunted by his own demons, shows him otherwise.",101,20000,0,0,0,2.548,NR,en,Lugar Media,United States of America,English,The end was only the beginning.,FALSE,1184301
Made For This,2023,Jordan Currie,,"Action, Drama, Family",Amateur boxer Xavier Hall is turning pro. A persistent fight promoter offers a fight that changes his life and the people around him. Can he step up?,110,30,0,3,1,2.544,NR,en,Fellpeller Studios,,,,FALSE,1112216
